hash	index	timestamp	time	height	from	direction	to	value	fee	method	success	error	token
0x723f2b7e40b6a7729672c7b131738843ea74112128e4ce997cd5ed9af60ae4f7	0	1619295890998	24/04/2021 14:24:50	1127201	zil1c8g92ctjqhd6ad6mjqv2prquhnt86cjfepf2fy	in	zil1vnu3vky73vjd3sgvsd3erysqhjvldcupk9ts45	0 ZIL	0.918 ZIL		yes		
